"entity","year","sector_family","project_count","funded_project_count","family_aid_usd2021","family_aid_usd2021_unadjusted","loan_share","development_intent_share","cpi","extreme_poverty","gini","gdp_pc","log_gdp_pc","log_family_aid","strategic_family","entity_year"
"Pakistan",2018,"Social",25,10,47537125.7340092,47537125.7340092,0,0.88,33,4.932448,0.29589266,5255.0635,8.56694736696783,17.6770215791554,0,"Pakistan__2018"
"Pakistan",2018,"Strategic",3,2,1586821232.91135,1586821232.91135,0.666666666666667,0,33,4.932448,0.29589266,5255.0635,8.56694736696783,21.1849986281076,1,"Pakistan__2018"
"Pakistan",2019,"Social",12,3,30462981.4552793,30462981.4552793,0,1,NA,NA,NA,5295.953,8.57469822295511,17.2320228144686,0,"Pakistan__2019"
"Pakistan",2019,"Strategic",2,1,294373928.41268,294373928.41268,0.5,0.5,NA,NA,NA,5295.953,8.57469822295511,19.5003613859137,1,"Pakistan__2019"
"Pakistan",2020,"Social",31,21,23385993.7400891,23385993.7400891,0,1,NA,NA,NA,5135.0146,8.54383796559133,16.9676478857653,0,"Pakistan__2020"
"Pakistan",2020,"Strategic",5,5,1307989602.34906,1307989602.34906,0.6,0.4,NA,NA,NA,5135.0146,8.54383796559133,20.9917571414399,1,"Pakistan__2020"
"Pakistan",2021,"Social",14,9,85009205.2776925,85009205.2776925,0,1,NA,NA,NA,5367.2734,8.58807531181473,18.2582701177389,0,"Pakistan__2021"
"Pakistan",2021,"Strategic",6,6,1709655813.95349,1709655813.95349,0.833333333333333,0.166666666666667,NA,NA,NA,5367.2734,8.58807531181473,21.2595579093969,1,"Pakistan__2021"
"Panama",2013,"Strategic",1,1,66663237.713797,66663237.713797,1,0,35,2.2445593,0.51456016,28135.328,10.2447812898766,18.0151642152291,1,"Panama__2013"
"Panama",2014,"Strategic",1,1,11070952.3140848,11070952.3140848,1,1,37,2.8937745,0.5046555,28931.805,10.2726967880045,16.2198354178771,1,"Panama__2014"
"Panama",2015,"Social",1,1,56113778.4789476,56113778.4789476,1,1,39,1.5139548,0.50805664,29933.156,10.3067220413285,17.8428919638431,0,"Panama__2015"
"Panama",2018,"Social",1,1,11864367.5555914,11864367.5555914,0,1,37,1.4056449,0.49211547,32681.447,10.3945628258395,16.2890502273538,0,"Panama__2018"
"Panama",2018,"Strategic",1,1,16313505.3889381,16313505.3889381,0,1,37,1.4056449,0.49211547,32681.447,10.3945628258395,16.6075039354852,1,"Panama__2018"
"Panama",2020,"Social",36,21,1933262.62000929,1933262.62000929,0,1,NA,NA,NA,26881.799,10.1992047194809,14.4747201275825,0,"Panama__2020"
"Papua New Guinea",2013,"Social",5,3,116259827.798635,116259827.798635,0.2,1,25,NA,NA,3615.2832,8.19292547177339,18.5713381476632,0,"Papua New Guinea__2013"
"Papua New Guinea",2013,"Strategic",1,1,135364386.26278,135364386.26278,1,0,25,NA,NA,3615.2832,8.19292547177339,18.7234808651083,1,"Papua New Guinea__2013"
"Papua New Guinea",2014,"Social",7,4,39126101.2846444,39126101.2846444,0.142857142857143,1,25,NA,NA,3998.6182,8.29370413042043,17.4823003798372,0,"Papua New Guinea__2014"
"Papua New Guinea",2014,"Strategic",1,1,127572284.29719,127572284.29719,1,1,25,NA,NA,3998.6182,8.29370413042043,18.6641937054184,1,"Papua New Guinea__2014"
"Papua New Guinea",2016,"Social",3,1,826563.155850927,826563.155850927,0,1,28,NA,NA,4275.7485,8.36071445376409,13.6250328167648,0,"Papua New Guinea__2016"
"Papua New Guinea",2017,"Social",3,3,182693498.108605,182693498.108605,0.333333333333333,0.666666666666667,29,NA,NA,4322.2227,8.37152506281016,19.0233204383868,0,"Papua New Guinea__2017"
"Papua New Guinea",2017,"Strategic",4,4,454021233.866263,454021233.866263,0.75,0.75,29,NA,NA,4322.2227,8.37152506281016,19.933654527745,1,"Papua New Guinea__2017"
"Papua New Guinea",2018,"Social",5,3,3806711.46214931,3806711.46214931,0,1,28,NA,NA,4211.1455,8.34548997992787,15.1522765037886,0,"Papua New Guinea__2018"
"Papua New Guinea",2018,"Strategic",5,4,188250489.959584,188250489.959584,0.2,0.8,28,NA,NA,4211.1455,8.34548997992787,19.0532840326599,1,"Papua New Guinea__2018"
"Papua New Guinea",2019,"Social",8,2,1096551.89145698,1096551.89145698,0,0.75,NA,NA,NA,4301.6113,8.36674495242153,13.9076820822996,0,"Papua New Guinea__2019"
"Papua New Guinea",2020,"Social",18,7,900867.530213732,900867.530213732,0,1,NA,NA,NA,4077.6313,8.31327153508034,13.7111146105317,0,"Papua New Guinea__2020"
"Papua New Guinea",2021,"Social",8,3,4164325.08547009,4164325.08547009,0,1,NA,NA,NA,3976.9038,8.28825885582788,15.2420650162825,0,"Papua New Guinea__2021"
"Paraguay",2015,"Strategic",1,1,56113778.4789476,56113778.4789476,1,1,27,1.8913445,0.47605744,14427.601,9.57689838708046,17.8428919638431,1,"Paraguay__2015"
"Paraguay",2018,"Strategic",1,1,3269549.24363603,3269549.24363603,1,1,29,1.4066867,0.459551,15592.984,9.6545763484829,15.0001629932415,1,"Paraguay__2018"
"Peru",2013,"Strategic",3,3,496336082.963526,496336082.963526,1,0,38,5.3963337,0.4388273,14054.639,9.5507077982011,20.0227638438658,1,"Peru__2013"
"Peru",2014,"Social",2,1,3593585.47316028,3593585.47316028,0,1,38,4.824813,0.43138838,14247.101,9.56430872640387,15.0946612793719,0,"Peru__2014"
"Peru",2014,"Strategic",10,10,7943408285.35589,7943408285.35589,1,0,38,4.824813,0.43138838,14247.101,9.56430872640387,22.7956082753103,1,"Peru__2014"
"Peru",2015,"Strategic",2,2,170585886.576001,170585886.576001,1,0,36,4.7185483,0.43356073,14545.381,9.58502876515481,18.9547494673024,1,"Peru__2015"
"Peru",2016,"Social",4,3,14038015.7352014,14038015.7352014,0,0.75,35,4.596183,0.4363899,14920.104,9.61046484424284,16.4572796884075,0,"Peru__2016"
"Peru",2016,"Strategic",2,2,33447203.1867838,33447203.1867838,0.5,0.5,35,4.596183,0.4363899,14920.104,9.61046484424284,17.3254787591854,1,"Peru__2016"
"Peru",2017,"Social",3,3,14472148.8172194,14472148.8172194,0,1,37,4.4970593,0.43292674,15072.204,9.62060753175639,16.4877366582162,0,"Peru__2017"
"Peru",2017,"Strategic",4,4,589769592.687321,589769592.687321,1,0,37,4.4970593,0.43292674,15072.204,9.62060753175639,20.1952424994175,1,"Peru__2017"
"Peru",2019,"Strategic",4,4,1029934227.15792,1029934227.15792,1,0,NA,2.9770849,0.4152813,15466.295,9.64641841908509,20.7527607809917,1,"Peru__2019"
"Peru",2020,"Social",14,10,9614895.5438702,9614895.5438702,0,1,NA,5.8217554,0.4373994,13612.021,9.518708578376,16.0788241770792,0,"Peru__2020"
"Peru",2020,"Strategic",5,5,918040015.962439,918040015.962439,1,0,NA,5.8217554,0.4373994,13612.021,9.518708578376,20.637751539097,1,"Peru__2020"
"Peru",2021,"Social",14,11,38720333.5936083,38720333.5936083,0,1,NA,2.773094,0.4012181,15282.273,9.63444880820186,17.4718754616992,0,"Peru__2021"
"Peru",2021,"Strategic",2,2,333333333,333333333,1,0,NA,2.773094,0.4012181,15282.273,9.63444880820186,19.6246535502783,1,"Peru__2021"
"Philippines",2016,"Social",3,2,11370548.2362243,11370548.2362243,0,1,35,NA,NA,8131.825,9.00354065459538,16.2465371702966,0,"Philippines__2016"
"Philippines",2016,"Strategic",3,3,2225816498.2557,2225816498.2557,1,0,35,NA,NA,8131.825,9.00354065459538,21.5233896512067,1,"Philippines__2016"
"Philippines",2017,"Social",7,3,9217834.94547923,9217834.94547923,0,1,34,NA,NA,8584.136,9.05767112761466,16.0366508549117,0,"Philippines__2017"
"Philippines",2017,"Strategic",2,2,351463137.891397,351463137.891397,1,0,34,NA,NA,8584.136,9.05767112761466,19.6776153956972,1,"Philippines__2017"
"Philippines",2018,"Social",7,3,9362481.3004467,9362481.3004467,0,1,36,5.057057,0.37811705,9016.286,9.10678777660071,16.0522210163328,0,"Philippines__2018"
"Philippines",2018,"Strategic",10,6,394272181.260539,394272181.260539,0.3,0.3,36,5.057057,0.37811705,9016.286,9.10678777660071,19.7925520466775,1,"Philippines__2018"
"Philippines",2019,"Social",8,2,314793368.843802,314793368.843802,0.125,0.75,NA,NA,NA,9452.294,9.1540127423512,19.5674270127984,0,"Philippines__2019"
"Philippines",2019,"Strategic",3,3,285059101.344396,285059101.344396,0.666666666666667,0.333333333333333,NA,NA,NA,9452.294,9.1540127423512,19.4682070933804,1,"Philippines__2019"
"Philippines",2020,"Social",23,15,6989994.9241986,6989994.9241986,0,1,NA,NA,NA,8455.185,9.04253514163736,15.7599905311195,0,"Philippines__2020"
"Philippines",2020,"Strategic",1,1,6576881.33429121,6576881.33429121,0,1,NA,NA,NA,8455.185,9.04253514163736,15.6990713816401,1,"Philippines__2020"
"Philippines",2021,"Social",32,14,127336380.532779,127336380.532779,0,0.90625,NA,6.754131,0.37268466,8857.79,9.08905257681896,18.6623428163553,0,"Philippines__2021"
"Philippines",2021,"Strategic",1,1,16237061.0919423,16237061.0919423,1,0,NA,6.754131,0.37268466,8857.79,9.08905257681896,16.6028069706638,1,"Philippines__2021"
"Romania",2013,"Strategic",3,3,210138458.370838,210138458.370838,0.666666666666667,0.666666666666667,43,6.6171227,0.3691507,27182.37,10.2103238803717,19.1632772017563,1,"Romania__2013"
"Romania",2014,"Strategic",1,1,63629286.0776798,63629286.0776798,1,0,43,7.0226746,0.36009043,28407.402,10.254405023993,17.9685844109608,1,"Romania__2014"
"Romania",2015,"Strategic",1,1,53521175.4021142,53521175.4021142,1,1,46,5.266119,0.35913625,29442.305,10.2901878646149,17.7955879541502,1,"Romania__2015"
"Romania",2020,"Social",5,2,30243.9460246506,30243.9460246506,0,1,NA,1.4093623,0.3457019,35802.69,10.4857783092308,10.3170843759354,0,"Romania__2020"
"Russia",2013,"Strategic",12,11,43000523181.6465,43000523181.6465,1,0,28,0.008163993,0.40884423,36628.92,10.5085933713087,24.4844781196042,1,"Russia__2013"
"Russia",2014,"Strategic",4,3,1549933323.97188,1549933323.97188,1,0,27,0.021315757,0.3988122,36217.965,10.4973105454305,21.1614777508052,1,"Russia__2014"
"Russia",2015,"Strategic",9,9,3668566914.44557,3668566914.44557,1,0.222222222222222,29,0.032757774,0.37710539,35393.57,10.4742854442055,22.0230669364987,1,"Russia__2015"
"Russia",2016,"Strategic",14,13,18990410675.3336,18990410675.3336,1,0,29,0.027193299,0.368485,35361.547,10.4733802657946,23.6671999874627,1,"Russia__2016"
"Russia",2017,"Strategic",11,10,4031884140.89143,4031884140.89143,1,0,29,0.033431694,0.37239072,35932.234,10.4893900546289,22.1174996326527,1,"Russia__2017"
