"entity","year","sector_family","project_count","funded_project_count","family_aid_usd2021","family_aid_usd2021_unadjusted","loan_share","development_intent_share","cpi","extreme_poverty","gini","gdp_pc","log_gdp_pc","log_family_aid","strategic_family","entity_year"
"Senegal",2019,"Social",10,5,168628857.397297,168628857.397297,0.1,1,NA,NA,NA,4070.6123,8.31154870938178,18.9432107537563,0,"Senegal__2019"
"Senegal",2019,"Strategic",1,1,112356461.226213,112356461.226213,1,0,NA,NA,NA,4070.6123,8.31154870938178,18.5371870736439,1,"Senegal__2019"
"Senegal",2020,"Social",8,6,1629636.2118331,1629636.2118331,0,0.75,NA,NA,NA,4018.0413,8.2985498240677,14.3038679785831,0,"Senegal__2020"
"Senegal",2021,"Social",6,2,14400000,14400000,0,1,NA,9.926822,0.3615772,4173.6772,8.33655274875774,16.4827388339907,0,"Senegal__2021"
"Senegal",2021,"Strategic",1,1,619961775.9,619961775.9,1,0,NA,9.926822,0.3615772,4173.6772,8.33655274875774,20.2451683839417,1,"Senegal__2021"
"Serbia",2013,"Strategic",1,1,339539002.20914,339539002.20914,1,0,42,5.8431945,0.3944599,18366.686,9.81829375910392,19.6430993826328,1,"Serbia__2013"
"Serbia",2014,"Social",3,3,232892.981260015,232892.981260015,0,0,41,6.92315,0.40437588,18123.219,9.80494921282588,12.3583386129452,0,"Serbia__2014"
"Serbia",2014,"Strategic",1,1,673401745.456527,673401745.456527,1,0,41,6.92315,0.40437588,18123.219,9.80494921282588,20.3278526581784,1,"Serbia__2014"
"Serbia",2015,"Social",2,1,1795640.91132632,1795640.91132632,0,1,40,6.6467104,0.40461844,18452.238,9.82294094292533,14.4008731267438,0,"Serbia__2015"
"Serbia",2016,"Social",4,4,131835.642553714,131835.642553714,0,0,42,6.3563867,0.38775226,19100.998,9.85749586397857,11.7893188787519,0,"Serbia__2016"
"Serbia",2016,"Strategic",4,4,1044353811.95543,1044353811.95543,1,0,42,6.3563867,0.38775226,19100.998,9.85749586397857,20.7666641702911,1,"Serbia__2016"
"Serbia",2017,"Social",5,3,140381.291302766,140381.291302766,0.2,0.2,41,5.394842,0.36105734,19656.764,9.88617678198452,11.8521246322966,0,"Serbia__2017"
"Serbia",2017,"Strategic",1,1,342979807.601175,342979807.601175,1,0,41,5.394842,0.36105734,19656.764,9.88617678198452,19.6531821363455,1,"Serbia__2017"
"Serbia",2018,"Social",3,3,83641.3907807472,83641.3907807472,0,0,39,2.9232728,0.35003355,20683.371,9.93708532307499,11.3343057373132,0,"Serbia__2018"
"Serbia",2018,"Strategic",1,1,236768285.031271,236768285.031271,1,1,39,2.9232728,0.35003355,20683.371,9.93708532307499,19.2825925247723,1,"Serbia__2018"
"Serbia",2019,"Social",3,3,14764505.2734406,14764505.2734406,0,0.333333333333333,NA,2.3344426,0.34475464,21782.447,9.98885974095661,16.5077366336197,0,"Serbia__2019"
"Serbia",2019,"Strategic",2,2,1610504594.2235,1610504594.2235,1,0,NA,2.3344426,0.34475464,21782.447,9.98885974095661,21.1998133800214,1,"Serbia__2019"
"Serbia",2020,"Social",10,8,211400309.025448,211400309.025448,0.1,0.9,NA,1.557031,0.34950927,21719.705,9.98597519200352,19.1692640979341,0,"Serbia__2020"
"Serbia",2021,"Social",3,3,13776470.5882353,13776470.5882353,0,1,NA,1.2428293,0.3312897,23668.523,10.0719013008991,16.4384727376592,0,"Serbia__2021"
"Serbia",2021,"Strategic",3,3,284823529.411765,284823529.411765,1,0,NA,1.2428293,0.3312897,23668.523,10.0719013008991,19.467380354917,1,"Serbia__2021"
"Seychelles",2013,"Social",9,2,5607472.62239184,5607472.62239184,0,0.777777777777778,54,1.2360592,0.46822062,24770.652,10.1174148443009,15.5396108413782,0,"Seychelles__2013"
"Seychelles",2016,"Social",4,1,31081.3979299801,31081.3979299801,0,1,NA,NA,NA,29905.135,10.3057854837637,10.3443969549797,0,"Seychelles__2016"
"Seychelles",2017,"Social",7,4,8311938.53920117,8311938.53920117,0,0.857142857142857,60,NA,NA,31595.668,10.3607753015699,15.9332035378177,0,"Seychelles__2017"
"Seychelles",2017,"Strategic",1,1,5044430.23147052,5044430.23147052,0,1,60,NA,NA,31595.668,10.3607753015699,15.4337954663599,1,"Seychelles__2017"
"Seychelles",2020,"Social",10,4,194570.875207922,194570.875207922,0,1,NA,NA,NA,30056.2,10.3108242414771,12.1785569121222,0,"Seychelles__2020"
"Seychelles",2021,"Social",10,5,486878.918254456,486878.918254456,0,1,NA,NA,NA,29979.828,10.308280034482,13.0957727972341,0,"Seychelles__2021"
"Sierra Leone",2013,"Social",10,3,46235242.728041,46235242.728041,0,1,30,NA,NA,3279.8674,8.09555827373173,17.6492529164851,0,"Sierra Leone__2013"
"Sierra Leone",2014,"Strategic",2,1,13608326.0168546,13608326.0168546,0.5,0.5,31,NA,NA,3348.4453,8.11625142754399,16.42619244399,1,"Sierra Leone__2014"
"Sierra Leone",2016,"Social",8,1,53308920.5134231,53308920.5134231,0,1,30,NA,NA,2702.0269,7.90175747405904,17.7916142581202,0,"Sierra Leone__2016"
"Sierra Leone",2016,"Strategic",3,2,206640788.962732,206640788.962732,0.333333333333333,0.666666666666667,30,NA,NA,2702.0269,7.90175747405904,19.1464925296381,1,"Sierra Leone__2016"
"Sierra Leone",2017,"Strategic",2,2,759390845.476821,759390845.476821,1,0,30,NA,NA,2737.3628,7.91475025414731,20.4480271520639,1,"Sierra Leone__2017"
"Sierra Leone",2018,"Social",18,3,4078126.72992184,4078126.72992184,0,0.833333333333333,30,26.062035,0.35690176,2766.717,7.92541669772218,15.2211485513332,0,"Sierra Leone__2018"
"Sierra Leone",2018,"Strategic",2,1,1634774.62181801,1634774.62181801,0,1,30,26.062035,0.35690176,2766.717,7.92541669772218,14.3070161185339,1,"Sierra Leone__2018"
"Sierra Leone",2019,"Social",13,1,40905003.8512902,40905003.8512902,0,0.923076923076923,NA,NA,NA,2851.9792,7.95576848837996,17.5267629815289,0,"Sierra Leone__2019"
"Sierra Leone",2019,"Strategic",2,1,1123564.61226213,1123564.61226213,0,0.5,NA,NA,NA,2851.9792,7.95576848837996,13.9320177687796,1,"Sierra Leone__2019"
"Sierra Leone",2020,"Social",4,2,5975.07796277257,5975.07796277257,0,1,NA,NA,NA,2751.9666,7.92007106235168,8.6955197727069,0,"Sierra Leone__2020"
"Sierra Leone",2021,"Social",5,5,48060458.6802099,48060458.6802099,0,1,NA,NA,NA,2848.706,7.95462013506984,17.687970352942,0,"Sierra Leone__2021"
"Sierra Leone",2021,"Strategic",1,1,2000000000,2000000000,1,0,NA,NA,NA,2848.706,7.95462013506984,21.4164130180064,1,"Sierra Leone__2021"
"Solomon Islands",2020,"Social",16,9,59939372.6737383,59939372.6737383,0,0.8125,NA,NA,NA,2515.1284,7.83007913490858,17.908844170578,0,"Solomon Islands__2020"
"Solomon Islands",2021,"Social",11,5,24851877.3466833,24851877.3466833,0,1,NA,NA,NA,2518.4216,7.83138763506051,17.028443895042,0,"Solomon Islands__2021"
"Somalia",2015,"Social",6,1,2244551.1391579,2244551.1391579,0,1,8,NA,NA,1343.443,7.20299100065756,14.6240165666772,0,"Somalia__2015"
"Somalia",2017,"Social",5,1,42060.3427312655,42060.3427312655,0,1,9,NA,NA,1527.1122,7.33113377992598,10.6468843729332,0,"Somalia__2017"
"Somalia",2020,"Social",1,1,1444980.46624385,1444980.46624385,0,1,NA,NA,NA,1396.0535,7.24140460637022,14.1836070533176,0,"Somalia__2020"
"Somalia",2021,"Social",2,2,12600000,12600000,0,1,NA,NA,NA,1392.4642,7.23883026231476,16.3492074512868,0,"Somalia__2021"
"South Africa",2013,"Strategic",4,3,652117930.820943,652117930.820943,0.75,0.5,42,NA,NA,14699.066,9.59553923333327,20.2957359805606,1,"South Africa__2013"
"South Africa",2015,"Social",6,1,26370.2807590445,26370.2807590445,0,0.333333333333333,44,NA,NA,14559.475,9.58599726340828,10.1800308469599,0,"South Africa__2015"
"South Africa",2015,"Strategic",5,3,1947116161.95886,1947116161.95886,0.8,0.2,44,NA,NA,14559.475,9.58599726340828,21.3896152240934,1,"South Africa__2015"
"South Africa",2016,"Strategic",10,10,1310693004.2779,1310693004.2779,1,0.1,45,NA,NA,14519.031,9.58321555061468,20.9938218459446,1,"South Africa__2016"
"South Africa",2017,"Social",8,1,86548.8971501853,86548.8971501853,0,0.875,43,NA,NA,14591.437,9.58819012878469,11.3684763722753,0,"South Africa__2017"
"South Africa",2017,"Strategic",16,15,3794361466.53081,3794361466.53081,0.9375,0.125,43,NA,NA,14591.437,9.58819012878469,22.0567819773872,1,"South Africa__2017"
"South Africa",2018,"Social",28,16,322615955.558487,322615955.558487,0.428571428571429,0.464285714285714,43,NA,NA,14571.376,9.58681433536145,19.5919731847957,0,"South Africa__2018"
"South Africa",2018,"Strategic",20,18,3158275584.37761,3158275584.37761,0.9,0.2,43,NA,NA,14571.376,9.58681433536145,21.8732920147665,1,"South Africa__2018"
"South Africa",2019,"Social",17,6,266417.260273195,266417.260273195,0,0.88235294117647,NA,NA,NA,14370.238,9.57291454121845,12.4928227598683,0,"South Africa__2019"
"South Africa",2019,"Strategic",11,10,707743563.58981,707743563.58981,0.909090909090909,0.0909090909090909,NA,NA,NA,14370.238,9.57291454121845,20.3775923891418,1,"South Africa__2019"
"South Africa",2020,"Social",39,32,2341759.41883801,2341759.41883801,0,1,NA,NA,NA,13266.786,9.49301889753884,14.666413520229,0,"South Africa__2020"
"South Africa",2021,"Social",4,3,5503320.92584574,5503320.92584574,0,1,NA,NA,NA,13711.294,9.52597515176406,15.5208624543937,0,"South Africa__2021"
"South Sudan",2013,"Strategic",4,3,244219913.549099,244219913.549099,0.5,0.5,14,NA,NA,NA,NA,19.313579666476,1,"South Sudan__2013"
"South Sudan",2014,"Social",10,2,138297.423347715,138297.423347715,0,1,15,NA,NA,NA,NA,11.8371691173544,0,"South Sudan__2014"
"South Sudan",2015,"Social",12,2,37371776.4669791,37371776.4669791,0,1,15,NA,NA,NA,NA,17.4364263643385,0,"South Sudan__2015"
"South Sudan",2016,"Social",6,5,12342285.7396342,12342285.7396342,0,1,11,67.32727,0.44057786,NA,NA,16.328541870427,0,"South Sudan__2016"
"South Sudan",2017,"Social",11,2,2004981.36214763,2004981.36214763,0,1,12,NA,NA,NA,NA,14.5111458217503,0,"South Sudan__2017"
"South Sudan",2018,"Social",13,4,278565595.557789,278565595.557789,0.0769230769230769,0.846153846153846,13,NA,NA,NA,NA,19.445164124814,0,"South Sudan__2018"
"South Sudan",2019,"Social",15,2,28097296.3073237,28097296.3073237,0,1,NA,NA,NA,NA,NA,17.1511839484442,0,"South Sudan__2019"
"South Sudan",2019,"Strategic",2,2,876629233.769162,876629233.769162,0.5,0.5,NA,NA,NA,NA,NA,20.5915946955744,1,"South Sudan__2019"
"South Sudan",2020,"Social",16,8,24991080.8950254,24991080.8950254,0,1,NA,NA,NA,NA,NA,17.0340295949923,0,"South Sudan__2020"
"South Sudan",2021,"Social",3,1,1800000,1800000,0,1,NA,NA,NA,NA,NA,14.4032977784218,0,"South Sudan__2021"
"Sri Lanka",2013,"Social",5,2,89522692.0793309,89522692.0793309,0.2,1,37,NA,NA,12249.723,9.41325860347231,18.3100027050647,0,"Sri Lanka__2013"
"Sri Lanka",2013,"Strategic",4,4,555682297.946399,555682297.946399,1,0.5,37,NA,NA,12249.723,9.41325860347231,20.1357072841283,1,"Sri Lanka__2013"
"Sri Lanka",2014,"Social",3,2,87881387.0694533,87881387.0694533,0,0.666666666666667,38,NA,NA,12909.966,9.46575485021987,18.2914986004112,0,"Sri Lanka__2014"
"Sri Lanka",2014,"Strategic",6,6,2233459329.84241,2233459329.84241,1,0.666666666666667,38,NA,NA,12909.966,9.46575485021987,21.526817489879,1,"Sri Lanka__2014"
"Sri Lanka",2015,"Social",3,2,2285737.91792283,2285737.91792283,0,1,37,NA,NA,13329.779,9.49775583389053,14.6421999076819,0,"Sri Lanka__2015"
"Sri Lanka",2015,"Strategic",1,1,3960326.42041259,3960326.42041259,0,1,37,NA,NA,13329.779,9.49775583389053,15.1918372617351,1,"Sri Lanka__2015"
"Sri Lanka",2016,"Social",11,8,425654224.98133,425654224.98133,0.0909090909090909,1,36,1.2953176,0.39345774,13845.614,9.53572378276183,19.8691378985461,0,"Sri Lanka__2016"
"Sri Lanka",2016,"Strategic",1,1,329864582.172063,329864582.172063,1,0,36,1.2953176,0.39345774,13845.614,9.53572378276183,19.6141927741825,1,"Sri Lanka__2016"
"Sri Lanka",2017,"Social",9,9,979833329.125565,979833329.125565,0.555555555555556,0.888888888888889,38,NA,NA,14578.602,9.58731011619175,20.7028930438647,0,"Sri Lanka__2017"
"Sri Lanka",2017,"Strategic",2,2,1026027242.2735,1026027242.2735,1,0.5,38,NA,NA,14578.602,9.58731011619175,20.7489601362406,1,"Sri Lanka__2017"
"Sri Lanka",2018,"Social",8,2,92669997.5413785,92669997.5413785,0,0.875,38,NA,NA,14759.825,9.59966424171561,18.3445553378229,0,"Sri Lanka__2018"
"Sri Lanka",2018,"Strategic",3,3,659783049.018524,659783049.018524,1,0,38,NA,NA,14759.825,9.59966424171561,20.3074216268539,1,"Sri Lanka__2018"
"Sri Lanka",2019,"Social",9,5,26203638.5849827,26203638.5849827,0,1,NA,0.95861256,0.37663776,14637.444,9.59133818210873,17.0814088745408,0,"Sri Lanka__2019"
"Sri Lanka",2019,"Strategic",4,4,1355358025.4563,1355358025.4563,0.75,0.5,NA,0.95861256,0.37663776,14637.444,9.59133818210873,21.0273314825435,1,"Sri Lanka__2019"
"Sri Lanka",2020,"Social",46,37,5688326.65924634,5688326.65924634,0,1,NA,NA,NA,13886.651,9.53868329796571,15.5539268541588,0,"Sri Lanka__2020"
"Sri Lanka",2021,"Social",16,11,110996285.21829,110996285.21829,0,1,NA,NA,NA,14316.135,9.56914250184984,18.525007301224,0,"Sri Lanka__2021"
"Sudan",2014,"Strategic",3,2,44919818.4145035,44919818.4145035,0.333333333333333,1,11,15.26306,0.3424273,4207.5005,8.34462404490037,17.6203896676685,1,"Sudan__2014"
"Sudan",2015,"Social",5,1,3030144.03786317,3030144.03786317,0,1,12,NA,NA,4159.1943,8.33307665661271,14.9241210436215,0,"Sudan__2015"
"Sudan",2016,"Social",9,1,3609013.91875874,3609013.91875874,0,0.777777777777778,14,NA,NA,4174.561,8.33676448205574,15.0989454173816,0,"Sudan__2016"
"Sudan",2018,"Social",8,2,31065166.5783689,31065166.5783689,0.125,1,16,NA,NA,3816.66,8.24713097358786,17.2515977359083,0,"Sudan__2018"
"Sudan",2019,"Social",13,2,29801225.8965137,29801225.8965137,0,0.692307692307692,NA,NA,NA,3625.5232,8.19575388790854,17.2100601216521,0,"Sudan__2019"
"Sudan",2020,"Social",6,1,312714.360668471,312714.360668471,0,1,NA,NA,NA,3401.2498,8.13189823129554,12.65304866494,0,"Sudan__2020"
"Sudan",2021,"Social",4,1,4500000,4500000,0,0.75,NA,NA,NA,3248.9756,8.08609502563782,15.3195881769627,0,"Sudan__2021"
"Suriname",2013,"Social",3,1,1917662.13872271,1917662.13872271,0,1,36,NA,NA,24624.021,10.1114777089048,14.4666178874691,0,"Suriname__2013"
"Suriname",2014,"Social",3,2,1279896.82023426,1279896.82023426,0,0.333333333333333,36,NA,NA,24414.355,10.1029265579613,14.0622908047674,0,"Suriname__2014"
"Suriname",2015,"Social",2,1,30532723.9806381,30532723.9806381,0,1,36,NA,NA,23327.525,10.0573892728041,17.2343096165629,0,"Suriname__2015"
"Suriname",2015,"Strategic",1,1,73281227.8667968,73281227.8667968,1,0,36,NA,NA,23327.525,10.0573892728041,18.10981504766,1,"Suriname__2015"
"Suriname",2016,"Social",8,2,21403262.5185056,21403262.5185056,0.125,0.875,45,NA,NA,21950.412,9.99654118825883,16.8790539692298,0,"Suriname__2016"
"Suriname",2016,"Strategic",2,2,284334183.199193,284334183.199193,1,0.5,45,NA,NA,21950.412,9.99654118825883,19.4656608092776,1,"Suriname__2016"
"Suriname",2018,"Social",4,2,45554454.396651,45554454.396651,0.25,1,43,NA,NA,22938.535,10.0405735263947,17.6344189902052,0,"Suriname__2018"
"Suriname",2019,"Social",9,2,22471292.2452427,22471292.2452427,0,1,NA,NA,NA,22966.74,10.0418023613619,16.9277491968107,0,"Suriname__2019"
"Suriname",2019,"Strategic",1,1,229068021.567225,229068021.567225,1,1,NA,NA,NA,22966.74,10.0418023613619,19.2495295591886,1,"Suriname__2019"
"Suriname",2021,"Social",7,1,1800000,1800000,0,0.857142857142857,NA,NA,NA,18458.234,9.823265837175,14.4032977784218,0,"Suriname__2021"
"Syria",2018,"Social",5,1,32695.4924363603,32695.4924363603,0,1,13,NA,NA,4956.093,8.50837300770614,10.3950230861889,0,"Syria__2018"
"Syria",2018,"Strategic",1,1,13078196.9745441,13078196.9745441,0,1,13,NA,NA,4956.093,8.50837300770614,16.386457124972,1,"Syria__2018"
"Syria",2020,"Social",3,1,21907.5172509904,21907.5172509904,0,1,NA,NA,NA,4633.3496,8.44103534123588,9.99463075576687,0,"Syria__2020"
"Syria",2021,"Social",2,1,2700000,2700000,0,1,NA,NA,NA,4592.8384,8.43225349973121,14.8087627013449,0,"Syria__2021"
"Tajikistan",2013,"Social",4,4,40634052.0928999,40634052.0928999,0.5,0.75,22,NA,NA,2828.3855,7.94746133314362,17.5201170191515,0,"Tajikistan__2013"
"Tajikistan",2013,"Strategic",4,4,209549172.383816,209549172.383816,0.5,0.5,22,NA,NA,2828.3855,7.94746133314362,19.1604689876071,1,"Tajikistan__2013"
"Tajikistan",2014,"Strategic",8,8,1008946960.20712,1008946960.20712,1,0.375,23,NA,NA,2943.0886,7.98721485311501,20.7321730112347,1,"Tajikistan__2014"
"Tajikistan",2016,"Strategic",5,5,460860158.128635,460860158.128635,0.8,0.2,25,NA,NA,3169.9668,8.06147639363036,19.9486052124891,1,"Tajikistan__2016"
"Tajikistan",2017,"Social",7,2,257406234.957828,257406234.957828,0,1,21,NA,NA,3312.712,8.10552246824657,19.3661660795532,0,"Tajikistan__2017"
"Tajikistan",2017,"Strategic",3,3,127684273.732702,127684273.732702,1,0.333333333333333,21,NA,NA,3312.712,8.10552246824657,18.6650711711547,1,"Tajikistan__2017"
"Tajikistan",2018,"Social",16,1,148304594.444892,148304594.444892,0,1,25,NA,NA,3479.6924,8.15469917805722,18.8147787941189,0,"Tajikistan__2018"
"Tajikistan",2018,"Strategic",3,3,109311929.712231,109311929.712231,1,0,25,NA,NA,3479.6924,8.15469917805722,18.5097161028369,1,"Tajikistan__2018"
"Tajikistan",2019,"Strategic",5,5,318554238.381109,318554238.381109,0.6,0.4,NA,NA,NA,3649.8838,8.20245061045333,19.5793033148077,1,"Tajikistan__2019"
"Tajikistan",2020,"Social",9,6,37788922.7533144,37788922.7533144,0,1,NA,NA,NA,3724.749,8.22275474599302,17.4475265952513,0,"Tajikistan__2020"
"Tajikistan",2020,"Strategic",2,2,616494025.317844,616494025.317844,1,0,NA,NA,NA,3724.749,8.22275474599302,20.2395591908508,1,"Tajikistan__2020"
"Tajikistan",2021,"Social",6,6,62940310.0775194,62940310.0775194,0,1,NA,NA,NA,3985.9126,8.29052157378874,17.9576973920338,0,"Tajikistan__2021"
"Tajikistan",2021,"Strategic",2,2,144031007.751937,144031007.751937,0.5,0.5,NA,NA,NA,3985.9126,8.29052157378874,18.7855391729134,1,"Tajikistan__2021"
"Tanzania",2013,"Social",14,6,27230215.3877765,27230215.3877765,0,0.857142857142857,33,NA,NA,2924.8633,7.9810030235311,17.1198378112866,0,"Tanzania__2013"
"Tanzania",2014,"Social",8,1,3321.28569422546,3321.28569422546,0,1,31,NA,NA,3027.569,8.01551526624928,8.10840828714531,0,"Tanzania__2014"
"Tanzania",2014,"Strategic",2,2,332460697.991969,332460697.991969,0.5,1,31,NA,NA,3027.569,8.01551526624928,19.6220322125538,1,"Tanzania__2014"
"Tanzania",2015,"Social",9,6,94439205.1053755,94439205.1053755,0.111111111111111,0.888888888888889,30,NA,NA,3111.4446,8.04284239893352,18.3634668638076,0,"Tanzania__2015"
"Tanzania",2015,"Strategic",2,1,49706216.8177974,49706216.8177974,0.5,1,30,NA,NA,3111.4446,8.04284239893352,17.7216405902396,1,"Tanzania__2015"
"Tanzania",2016,"Social",8,4,5239874.51073515,5239874.51073515,0.125,0.75,32,NA,NA,3214.2468,8.07534833239725,15.4718082985217,0,"Tanzania__2016"
"Tanzania",2017,"Social",9,2,16488032.3702555,16488032.3702555,0,1,36,NA,NA,3319.3767,8.10753230332114,16.618145425462,0,"Tanzania__2017"
"Tanzania",2018,"Social",17,3,57024807.0971101,57024807.0971101,0,1,36,44.94932,0.4049123,3392.6887,8.12937801285926,17.8589969608877,0,"Tanzania__2018"
"Tanzania",2018,"Strategic",3,3,66590959.7911491,66590959.7911491,0,0.333333333333333,36,44.94932,0.4049123,3392.6887,8.12937801285926,18.0140794024427,1,"Tanzania__2018"
"Tanzania",2019,"Social",9,2,163628.680557946,163628.680557946,0,0.888888888888889,NA,NA,NA,3484.6326,8.15611789439474,12.0053611081992,0,"Tanzania__2019"
"Tanzania",2019,"Strategic",2,1,47189713.7150098,47189713.7150098,0.5,1,NA,NA,NA,3484.6326,8.15611789439474,17.66968651823,1,"Tanzania__2019"
"Tanzania",2020,"Social",15,12,880530.941279744,880530.941279744,0,1,NA,NA,NA,3449.8215,8.14607776955646,13.6882814825577,0,"Tanzania__2020"
"Tanzania",2020,"Strategic",1,1,55841850.1193699,55841850.1193699,1,1,NA,NA,NA,3449.8215,8.14607776955646,17.8380341662874,1,"Tanzania__2020"
"Tanzania",2021,"Social",15,9,136705834.870834,136705834.870834,0,1,NA,NA,NA,3493.083,8.15854000633386,18.7333419918644,0,"Tanzania__2021"
"Tanzania",2021,"Strategic",1,1,20000000,20000000,1,1,NA,NA,NA,3493.083,8.15854000633386,16.8112428815183,1,"Tanzania__2021"
"Thailand",2013,"Social",1,1,425908423.041383,425908423.041383,1,0,35,0.060821895,0.37847108,18241.777,9.8114696821286,19.8697349140859,0,"Thailand__2013"
"Thailand",2013,"Strategic",2,1,20733311.8292491,20733311.8292491,1,0,35,0.060821895,0.37847108,18241.777,9.8114696821286,16.8472522800978,1,"Thailand__2013"
"Thailand",2014,"Strategic",1,1,13703758.2502375,13703758.2502375,1,1,38,0.090258256,0.37032664,18323.963,9.81596493579482,16.4331807509857,1,"Thailand__2014"
"Thailand",2016,"Social",3,1,25097.4234280301,25097.4234280301,0,0.666666666666667,35,0.0361475,0.3689063,19369.92,9.87147662629442,10.1305603115149,0,"Thailand__2016"
"Thailand",2017,"Social",2,2,19439.5710377958,19439.5710377958,0,1,37,0.03712679,0.36382803,20093.963,9.90817470067489,9.87511745195522,0,"Thailand__2017"
"Thailand",2018,"Strategic",1,1,106362390.870365,106362390.870365,1,0,36,0.032133956,0.36412174,20879.16,9.94650681130227,18.4823626125252,1,"Thailand__2018"
"Thailand",2019,"Social",1,1,16362001.540516,16362001.540516,0,0,NA,0.0950376,0.34855723,21277.082,9.96538580999307,16.6104722863251,0,"Thailand__2019"
"Thailand",2020,"Social",15,7,3880051.876081,3880051.876081,0,1,NA,0.046665337,0.34985816,19956.547,9.90131253890794,15.1713593393625,0,"Thailand__2020"
"Thailand",2020,"Strategic",1,1,139604625.298424,139604625.298424,1,1,NA,0.046665337,0.34985816,19956.547,9.90131253890794,18.754324887417,1,"Thailand__2020"
"Thailand",2021,"Social",9,5,48784900,48784900,0,0.888888888888889,NA,0.013972186,0.34923872,20245.242,9.9156750819636,17.7029314172098,0,"Thailand__2021"
"Timor-Leste",2013,"Social",2,1,2583437.82850112,2583437.82850112,0,1,NA,NA,NA,NA,NA,14.7646319486668,0,"Timor-Leste__2013"
"Timor-Leste",2014,"Social",4,1,1239946.6591775,1239946.6591775,0,1,NA,NA,NA,NA,NA,14.0305797263496,0,"Timor-Leste__2014"
"Timor-Leste",2015,"Social",3,2,901197.034946597,901197.034946597,0,1,NA,NA,NA,NA,NA,13.7114803070525,0,"Timor-Leste__2015"
"Timor-Leste",2017,"Social",4,1,1382805.78842516,1382805.78842516,0,1,NA,NA,NA,NA,NA,14.1396258962056,0,"Timor-Leste__2017"
"Timor-Leste",2020,"Social",10,6,848461.070713706,848461.070713706,0,1,NA,NA,NA,NA,NA,13.6511806610824,0,"Timor-Leste__2020"
"Timor-Leste",2021,"Social",15,6,2104587.12,2104587.12,0,1,NA,NA,NA,NA,NA,14.5596303384948,0,"Timor-Leste__2021"
"Togo",2013,"Social",2,1,275189.634633241,275189.634633241,0,1,29,NA,NA,2188.07,7.6907751557175,12.525219353333,0,"Togo__2013"
"Togo",2014,"Social",7,6,8617288.83226587,8617288.83226587,0,0.857142857142857,29,NA,NA,2253.4854,7.72023336329898,15.9692811885949,0,"Togo__2014"
"Togo",2014,"Strategic",3,3,211461469.052882,211461469.052882,1,1,29,NA,NA,2253.4854,7.72023336329898,19.1695533651639,1,"Togo__2014"
"Togo",2015,"Social",7,3,64807168.4899815,64807168.4899815,0.142857142857143,1,32,54.69216,0.43023092,2317.5479,7.74826496605058,17.9869267954798,0,"Togo__2015"
"Togo",2015,"Strategic",1,1,19606443.7476412,19606443.7476412,1,1,32,54.69216,0.43023092,2317.5479,7.74826496605058,16.7913688838085,1,"Togo__2015"
"Togo",2016,"Social",4,1,15929.5284958117,15929.5284958117,0,1,32,NA,NA,2355.2683,7.7644099277744,9.6759925784876,0,"Togo__2016"
"Togo",2016,"Strategic",4,4,171364521.819915,171364521.819915,0.75,0.75,32,NA,NA,2355.2683,7.7644099277744,18.959303557989,1,"Togo__2016"
"Togo",2017,"Social",3,1,17052864.1025332,17052864.1025332,0,1,32,NA,NA,2389.2124,7.77871905086645,16.6518287887808,0,"Togo__2017"
"Togo",2018,"Social",3,1,666814.673886539,666814.673886539,0,1,30,28.434795,0.42534238,2442.647,7.8008375663434,13.4102689357111,0,"Togo__2018"
"Togo",2019,"Social",7,2,1961404.40078097,1961404.40078097,0,1,NA,NA,NA,2501.0308,7.82445824587576,14.4891718154703,0,"Togo__2019"
"Togo",2020,"Social",10,2,36855.6210787841,36855.6210787841,0,1,NA,NA,NA,2490.053,7.82005927437279,10.5147905579711,0,"Togo__2020"
"Togo",2021,"Social",8,4,32472000,32472000,0,1,NA,26.59183,0.37858006,2577.202,7.85445959330019,17.2958887682966,0,"Togo__2021"
"Tonga",2013,"Social",2,1,91729.8782110803,91729.8782110803,0,1,NA,NA,NA,5951.6943,8.69143121430682,11.4266143323277,0,"Tonga__2013"
"Tonga",2014,"Strategic",1,1,8192504.71242281,8192504.71242281,0,1,NA,NA,NA,6096.869,8.71553063970028,15.9187303568295,1,"Tonga__2014"
"Tonga",2015,"Social",7,5,1224263.04098664,1224263.04098664,0,1,NA,1.7910179,0.33521304,6194.639,8.73143951956467,14.0178504385506,0,"Tonga__2015"
"Tonga",2017,"Social",5,1,30301828.8509937,30301828.8509937,0,1,NA,NA,NA,6862.669,8.83385171210836,17.226718659778,0,"Tonga__2017"
"Tonga",2018,"Social",13,4,13595809.4568425,13595809.4568425,0,1,NA,NA,NA,6896.042,8.83870290281222,16.4252722486038,0,"Tonga__2018"
"Tonga",2018,"Strategic",4,4,8589997.97289116,8589997.97289116,0,1,NA,NA,NA,6896.042,8.83870290281222,15.9661091743901,1,"Tonga__2018"
"Tonga",2019,"Social",5,4,1624599.09953565,1624599.09953565,0,0.8,NA,NA,NA,6875.0254,8.8356506170734,14.3007722508668,0,"Tonga__2019"
"Tonga",2020,"Social",4,3,3042539.14105694,3042539.14105694,0,0.75,NA,NA,NA,6995.3174,8.8529962613382,14.928203297202,0,"Tonga__2020"
"Tonga",2020,"Strategic",1,1,11815811.7643884,11815811.7643884,0,1,NA,NA,NA,6995.3174,8.8529962613382,16.2849492571291,1,"Tonga__2020"
